City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
247,maroantsetra,-15.4333,49.7333,76.1,90,100,0.67,MG,1680480531
248,yarmouth,41.7057,-70.2286,43.23200000000001,47,0,9.83,US,1680480531
249,samarai,-10.6167,150.6667,84.14600000000004,73,86,4.67,PG,1680480531
250,merauke,-8.4667,140.3333,83.75,73,97,1.63,ID,1680480531
251,sibolga,1.7427,98.7792,74.65999999999998,92,100,0.94,ID,1680480432
252,tasiilaq,65.6145,-37.6368,28.832000000000015,92,100,2.98,GL,1680480532
253,lompoc,34.6391,-120.4579,66.05600000000004,72,40,11.18,US,1680480320
254,poum,-20.2333,164.0167,80.85199999999998,75,5,3.07,NC,1680480532
255,rorvik,64.8621,11.2373,37.77799999999996,60,100,3.09,NO,1680480293
256,ahipara,-35.1667,173.1667,65.96600000000001,57,99,5.33,NZ,1680480510
257,klaksvik,62.2266,-6.589,43.98800000000004,82,100,5.59,FO,1680480532
258,brigham city,41.5102,-112.0155,44.29399999999997,78,100,4.92,US,1680480238
259,rolla,37.9514,-91.7713,72.01400000000004,30,0,4.63,US,1680480520
260,north adams,42.7009,-73.1087,36.03200000000002,41,31,1.53,US,1680480533
261,nemuro,43.3236,145.575,35.34800000000003,69,1,5.58,JP,1680480533
262,rio grande,-32.035,-52.0986,59.377999999999965,70,39,4.18,BR,1680480376
263,howard springs,-12.497,131.047,82.25600000000003,93,92,0.52,AU,1680480533
264,amazar,53.858,120.875,17.47400000000001,77,100,3.26,RU,1680480533
265,tanout,14.9709,8.8879,74.48000000000005,7,37,3.79,NE,1680480533
266,saint-junien,45.8833,0.9,46.11199999999995,91,100,1.99,FR,1680480533
267,livingstone,-17.8419,25.8543,64.09399999999997,84,6,0.55,ZM,1680480529
268,durban,-29.8579,31.0292,73.292,92,64,4.44,ZA,1680480533
269,coquimbo,-29.9533,-71.3436,64.56199999999995,81,39,0.83,CL,1680480534
270,mount gambier,-37.8333,140.7667,60.49399999999997,58,10,1.73,AU,1680480534
271,kodiak,57.79,-152.4072,38.983999999999995,45,0,4.63,US,1680480534
272,najran,17.4924,44.1277,67.44200000000001,51,95,3.99,SA,1680480534
273,kysyl-syr,63.8986,122.7617,14.359999999999978,91,95,3.69,RU,1680480534
274,vilhena,-12.7406,-60.1458,69.13399999999999,96,33,1.09,BR,1680480534
